6,8,15,27,28,30,37,38,39,44,46,49,51,52,59,70,75,77,78,80
1,2,3,7,9,20,23,26,27,31,36,37,39,46,51,58,59,63,64,70
2,4,6,10,11,15,17,38,39,40,46,49,62,65,66,69,70,71,72,76
2,3,7,13,14,16,23,27,28,30,45,48,54,55,57,58,64,65,71,77
8,15,17,20,22,25,26,31,39,40,42,46,50,55,56,59,62,64,65,74
2,4,6,11,12,16,22,25,27,33,38,39,47,48,49,56,60,69,71,74
2,6,10,14,19,22,24,25,34,39,41,42,45,47,48,49,51,52,59,60
8,10,11,13,18,25,28,37,39,40,44,52,54,56,58,70,75,76,78,80
1,2,11,13,22,40,41,43,44,52,53,54,55,58,59,64,66,73,75,79
16,24,25,26,34,35,43,46,47,49,52,55,64,65,71,72,73,76,78,79
5,6,15,17,18,19,23,27,31,34,41,43,49,53,56,58,63,65,75,79
3,4,7,8,9,13,18,21,23,28,39,48,50,59,60,61,63,65,77,79
1,11,14,19,20,27,30,31,37,40,47,48,49,50,61,65,67,69,75,78
2,5,11,25,28,30,36,40,42,43,44,52,53,55,59,60,65,69,71,79
3,11,13,14,19,20,23,30,34,35,36,50,55,57,63,65,66,70,73,78
9,11,14,19,23,26,28,31,32,33,39,41,43,48,49,62,64,68,77,78
2,4,5,8,9,11,13,17,30,34,35,45,50,54,56,65,66,73,75,76
1,2,5,9,11,12,14,18,25,26,31,36,37,43,54,60,61,65,68,80
1,2,5,6,22,28,31,38,40,47,48,53,59,60,61,64,67,68,72,78
1,18,21,30,35,36,40,41,43,49,52,59,63,65,67,69,70,71,74,80
6,8,19,22,30,32,36,37,49,52,55,59,60,61,62,64,71,75,78,79
10,11,15,17,19,22,30,37,39,45,48,56,57,58,61,63,64,71,75,79
1,2,3,4,10,11,20,22,30,32,34,44,48,50,54,55,58,59,60,80
3,6,13,14,15,17,21,22,24,28,33,36,40,45,46,59,60,62,69,76
6,10,11,12,24,27,39,40,42,43,44,46,47,51,53,54,57,63,73,74
3,6,9,12,14,19,21,29,32,37,38,64,67,70,71,73,75,77,79,80
5,6,10,11,16,17,18,20,27,33,34,40,41,44,50,55,65,70,75,79
4,8,19,24,27,30,35,42,43,44,50,52,53,56,57,66,68,69,70,71
7,9,11,15,19,21,22,23,30,34,37,46,48,57,61,63,67,68,72,75
1,5,7,11,14,15,21,26,34,37,44,47,48,53,63,64,65,66,72,78
2,4,6,9,16,22,24,29,38,41,42,43,46,47,48,52,53,63,71,75
1,2,3,8,17,21,23,25,29,31,35,37,43,45,51,62,65,73,77,79
4,5,11,13,14,25,27,28,33,38,39,44,54,57,58,63,65,70,71,74
9,10,17,18,20,23,26,28,34,40,50,51,55,59,60,64,66,74,78,79
2,5,10,11,16,20,22,28,29,31,32,33,41,46,49,50,51,56,75,77
1,3,4,8,13,29,31,32,35,39,43,54,55,56,62,65,66,72,78,80
5,23,25,27,29,35,39,43,46,48,50,51,54,55,58,59,65,66,67,70
1,2,10,14,16,17,19,25,32,34,35,42,53,62,64,68,69,70,78,79
8,10,12,13,22,24,32,35,39,42,48,49,55,56,60,66,70,75,76,78
8,12,24,30,33,34,40,42,48,49,51,54,63,64,65,66,67,72,75,78
2,6,13,20,21,37,46,48,49,52,53,56,62,64,66,68,73,77,78,79
3,9,10,16,17,19,28,32,36,39,42,52,53,56,64,65,70,74,75,76
3,7,15,18,24,26,27,30,43,46,48,52,57,58,62,68,72,73,76,79
3,8,12,14,18,19,21,27,31,33,35,38,40,45,52,61,67,76,78,80
1,3,14,16,17,19,28,37,39,40,43,46,48,51,56,57,59,60,61,72
2,9,16,19,25,26,30,36,37,43,45,47,48,49,54,56,63,74,76,79
2,3,9,10,11,14,16,26,31,32,40,46,51,53,55,67,71,75,77,78
3,13,15,20,22,24,26,28,30,31,34,36,38,43,45,52,63,64,76,77
4,9,13,27,28,29,31,34,38,39,48,52,57,62,66,68,71,74,76,80
4,5,7,9,11,14,18,24,40,47,48,52,56,58,61,63,69,71,73,79
8,9,13,15,16,20,24,26,30,41,43,45,49,51,54,60,63,66,73,77
1,4,11,14,15,16,20,21,22,33,37,43,44,55,61,62,71,75,78,80
2,3,10,11,13,19,23,24,27,30,33,47,50,52,56,59,69,72,77,78
6,11,18,20,23,26,27,29,32,34,37,41,42,43,44,55,58,59,67,79
1,5,8,12,15,18,19,27,28,29,30,31,41,46,51,55,69,72,73,75
3,6,7,9,19,26,35,41,45,46,49,50,51,59,61,63,74,77,78,80
1,3,11,16,30,32,33,35,36,38,46,48,50,53,59,60,66,70,71,77
2,3,8,21,23,34,42,44,47,48,49,51,54,58,71,72,74,77,79,80
4,7,9,10,13,16,20,21,22,24,33,37,41,45,48,49,59,60,65,69
9,10,12,18,29,35,37,40,43,44,54,57,59,62,64,67,69,70,74,76
2,6,8,10,11,17,20,25,27,29,39,44,46,49,51,54,55,72,78,79
6,7,13,19,22,25,27,29,31,39,45,49,52,57,60,64,68,69,78,80
6,11,14,17,25,26,30,36,37,41,53,62,64,65,66,67,68,70,73,76
7,9,15,16,17,21,22,25,35,37,38,40,45,48,49,55,65,66,72,75
1,9,17,21,23,24,25,27,36,44,46,62,64,68,71,73,75,77,78,79
7,15,16,17,18,25,27,31,35,38,39,41,44,47,48,53,57,65,67,77
5,6,14,15,23,25,35,36,45,46,51,52,61,62,63,64,66,71,72,75
3,4,17,27,29,34,42,49,50,52,53,56,57,64,65,69,72,74,77,80
1,5,6,9,10,11,12,14,15,16,23,33,42,50,54,58,69,71,73,80
7,9,11,14,17,26,28,29,31,34,35,37,39,56,60,65,67,70,72,77
3,4,5,8,14,23,26,29,32,48,50,55,57,62,64,65,68,69,70,74
1,3,8,9,11,12,18,20,32,34,35,43,47,49,63,70,72,74,76,80
2,5,6,12,19,20,26,28,33,39,51,58,62,65,70,71,74,76,77,78
2,3,4,16,18,21,25,26,34,40,41,45,51,55,61,67,71,77,78,79
2,4,7,11,27,30,33,35,38,43,49,52,53,58,64,69,71,72,78,79
4,6,10,12,16,18,19,21,28,29,32,39,52,54,56,58,61,64,66,73
4,10,14,21,22,24,33,35,37,39,44,45,49,50,64,70,72,73,74,80
5,8,12,13,14,15,16,18,21,26,27,30,39,45,46,49,65,73,78,79
3,5,9,14,16,29,36,43,44,45,46,47,48,53,59,63,67,69,70,77
2,4,13,15,16,17,21,32,37,40,41,42,43,52,54,63,65,70,73,80
8,9,10,14,15,21,31,32,39,41,46,52,53,56,58,68,70,73,74,76
4,6,8,11,13,25,28,30,34,36,41,46,54,59,60,61,63,68,70,78
2,6,7,10,11,22,25,26,33,35,40,42,53,56,62,64,68,69,70,79
2,5,7,15,17,18,24,25,27,29,32,43,46,53,60,66,69,78,79,80
12,15,16,23,24,26,31,35,36,37,38,53,62,63,65,67,70,73,74,75
2,4,6,7,10,17,21,24,28,30,33,36,39,46,49,57,62,64,79,80
1,3,8,13,15,16,21,25,31,33,34,37,40,43,45,58,63,68,69,72
3,9,12,16,17,19,20,21,23,32,38,42,45,49,62,65,67,69,72,77
3,7,8,12,14,17,23,24,26,30,31,32,37,42,46,49,51,56,59,75
3,6,7,11,12,24,29,33,36,38,41,42,62,63,66,67,69,77,78,79
2,7,10,14,15,17,23,26,27,28,44,45,48,50,54,58,68,70,75,77
3,6,10,13,17,19,20,38,46,48,52,54,58,59,67,69,70,73,78,79
2,9,15,16,26,29,34,37,38,40,41,47,48,50,53,55,56,57,66,80
1,6,13,15,18,25,28,31,34,42,47,52,55,61,62,65,67,71,72,73
2,5,17,26,27,30,31,32,40,42,45,49,57,63,64,66,69,76,78,79
3,11,14,15,16,19,22,25,30,35,36,40,43,51,54,57,61,65,72,78
3,5,12,19,26,30,32,36,37,40,45,46,48,50,64,67,68,71,73,80
2,9,11,13,24,25,31,32,33,39,49,56,57,58,59,65,68,72,75,76
5,13,17,23,25,29,35,36,38,43,47,54,55,57,60,64,66,68,70,74
2,4,6,11,24,25,31,38,39,42,46,47,51,53,54,66,70,72,74,77
4,5,6,18,30,32,34,35,39,40,41,42,43,48,51,53,55,56,68,78
9,13,14,15,20,25,26,28,35,42,44,52,53,55,61,62,64,67,69,74
7,17,18,19,23,37,45,46,50,58,59,62,64,65,68,69,73,77,78,80
1,11,14,15,37,38,39,40,41,43,44,45,51,53,54,58,62,65,68,74
3,7,9,14,16,20,22,28,31,33,34,36,37,46,50,62,63,67,70,80
1,3,6,7,8,16,17,22,30,34,36,43,54,60,62,63,66,71,76,78
1,15,24,25,28,35,38,40,44,49,51,53,62,65,67,71,74,75,76,79
4,16,17,22,25,26,36,41,44,51,53,54,55,59,61,68,74,77,78,80
1,4,7,8,11,19,21,23,32,36,44,45,54,57,63,67,69,70,72,75
5,14,16,19,20,29,30,35,40,42,44,50,52,55,62,66,68,69,72,75
3,8,16,17,18,19,22,28,36,38,39,54,55,57,59,62,72,74,79,80
2,11,20,22,27,30,31,38,41,42,49,51,52,56,59,60,71,78,79,80
2,7,9,15,18,30,35,38,39,40,45,50,65,66,67,73,76,78,79,80
1,11,17,23,24,27,30,32,34,39,43,49,51,53,54,60,68,70,72,73
8,9,17,21,23,25,26,27,29,31,33,34,35,38,41,54,60,65,68,75
4,10,15,18,19,21,22,26,27,31,32,34,47,52,53,54,66,68,77,79
1,3,6,10,13,16,22,30,33,35,38,41,45,47,56,63,67,71,73,79
3,6,13,14,17,19,20,23,24,36,37,38,39,41,47,48,53,57,58,73
3,7,8,18,22,25,27,31,32,33,37,38,46,53,56,57,64,68,71,72
5,7,8,9,16,17,21,25,27,31,34,36,42,46,52,56,64,68,71,74
1,2,7,9,11,14,28,30,34,35,36,45,50,57,65,66,67,73,74,76
6,15,19,22,27,29,34,38,45,48,51,53,55,56,59,62,63,72,77,79
1,3,4,12,17,19,26,41,43,45,58,60,61,62,66,67,68,77,78,80
15,16,19,23,24,29,34,36,37,39,54,56,58,59,60,61,62,67,76,77
1,6,7,11,12,36,39,41,42,51,52,54,55,56,58,64,68,69,73,76
1,3,5,6,17,23,27,34,36,40,52,53,57,59,60,66,68,70,71,80
5,11,13,15,24,39,42,43,45,47,50,51,57,58,62,66,72,73,74,80
1,3,5,6,10,14,16,27,28,29,30,38,46,48,54,58,59,68,69,76
5,7,10,11,31,32,34,39,43,44,45,46,47,51,52,56,60,66,69,79
2,9,12,18,19,21,23,27,29,30,31,34,39,41,42,52,53,58,70,71
7,9,10,16,17,23,26,28,30,36,39,48,52,60,62,63,64,68,74,78
4,11,15,20,21,24,25,29,30,32,41,44,46,47,50,51,54,56,65,75
2,5,7,10,13,16,17,29,34,35,41,43,44,46,47,54,57,64,68,80
2,4,7,12,22,24,31,32,37,44,48,50,54,57,62,66,71,75,76,79
6,10,11,12,17,18,34,38,43,47,49,53,54,59,61,66,69,71,73,77
2,13,19,21,26,27,28,31,33,34,37,44,51,52,57,61,62,67,78,80
5,7,14,15,18,19,28,34,36,37,43,46,50,55,56,58,69,71,72,75
2,7,8,9,13,15,24,31,36,51,54,56,57,60,67,69,73,75,77,78
6,9,12,14,16,17,21,26,29,30,31,34,35,49,50,59,60,66,67,72
3,5,8,9,19,31,37,38,43,51,56,57,59,60,61,62,67,68,75,80
5,6,8,13,17,20,21,27,34,37,41,50,60,61,65,66,67,69,74,75
14,16,17,21,22,24,25,27,28,29,32,39,41,47,48,50,71,74,75,76
2,4,7,8,26,30,32,33,45,48,53,54,55,62,63,65,67,73,77,78
3,10,13,21,27,28,31,36,38,41,49,51,52,63,65,67,70,71,74,78
2,4,8,10,12,28,31,35,36,38,41,48,50,51,57,59,63,66,75,78
2,3,5,8,13,15,17,26,27,33,35,42,47,50,60,61,64,69,76,78
4,5,6,14,16,21,22,34,35,36,44,49,50,58,60,61,69,72,73,76
4,5,21,31,33,35,37,40,41,46,48,49,50,53,57,59,60,68,71,77
11,12,15,20,24,27,28,32,41,50,52,54,64,68,69,70,71,77,78,79
1,8,10,11,14,16,18,25,36,37,40,50,60,67,68,69,73,76,77,79
1,2,6,12,13,15,16,19,25,29,45,49,50,53,55,60,64,68,69,79
1,16,22,23,25,29,32,41,43,44,50,51,54,63,65,66,71,72,73,75
5,14,15,28,29,31,35,39,48,57,59,60,61,63,64,67,72,75,78,80
6,7,9,14,16,20,27,33,38,44,51,63,64,65,69,73,76,78,79,80
11,12,13,14,16,17,21,23,25,27,39,43,51,53,56,61,62,63,66,73
1,9,13,20,21,25,30,37,42,44,49,53,54,55,56,57,66,67,70,77
3,4,12,16,17,20,23,34,40,45,48,49,51,56,64,73,75,77,78,80
8,10,15,22,25,26,29,32,34,39,45,46,50,52,55,56,62,63,66,69
8,12,24,27,30,33,34,35,37,40,43,44,56,57,60,67,69,72,73,79
1,2,9,13,15,21,23,37,43,45,50,53,54,58,65,66,68,73,74,75
2,7,8,13,26,27,28,34,42,52,53,54,55,56,59,60,62,66,67,72
3,10,17,22,23,29,30,35,54,56,57,59,60,61,65,66,70,71,72,73
1,2,10,16,27,32,42,43,44,47,52,55,56,58,60,64,65,66,68,77
1,9,10,34,37,40,41,43,48,52,53,54,57,59,63,68,69,71,75,77
2,3,6,7,12,13,19,23,26,28,30,35,37,43,44,47,54,70,73,74
10,11,12,16,22,26,27,28,29,32,40,50,52,54,62,64,69,70,75,78
5,12,15,17,25,26,29,30,38,42,49,53,56,58,59,62,64,71,74,77
4,5,8,21,22,31,34,38,41,45,55,58,61,62,64,65,69,71,74,78
4,5,10,12,13,18,21,23,27,38,41,48,49,55,56,57,59,69,70,71
1,4,5,7,9,11,15,23,26,39,42,58,59,62,64,66,68,69,73,74
2,3,4,9,18,20,23,28,42,46,47,50,51,52,56,59,62,63,70,72
6,7,11,12,14,15,17,22,25,28,31,32,36,42,47,48,57,62,73,74
4,9,13,15,16,18,20,29,35,41,43,44,47,52,54,59,61,65,71,72
1,2,3,14,21,23,24,26,28,29,40,41,49,51,52,56,58,60,66,73
4,13,16,19,21,24,25,27,31,33,36,37,45,53,56,60,62,65,71,79
8,9,16,23,25,31,32,37,38,44,48,52,56,58,60,65,68,69,70,77
1,4,8,16,19,23,27,29,30,39,44,46,49,62,64,65,67,70,75,77
1,2,3,4,7,9,12,14,15,16,18,20,28,31,44,53,55,57,65,67
2,3,8,14,16,28,32,34,38,39,44,46,48,54,57,67,71,73,74,80
1,3,6,8,22,27,33,37,40,42,45,48,57,58,62,63,64,65,70,73
13,15,21,25,30,32,35,43,45,46,48,54,55,60,62,63,66,67,77,78
6,9,14,16,19,25,28,36,38,41,42,44,48,49,50,58,61,65,72,77
5,6,7,10,11,20,22,24,31,35,38,40,50,52,60,63,66,72,74,75
6,14,18,19,24,25,28,29,30,37,40,42,48,50,53,58,59,66,69,75
7,15,18,23,24,26,31,34,40,41,43,50,51,52,54,55,60,69,71,77
3,6,11,12,18,20,25,26,34,37,42,48,59,66,67,68,70,73,75,77
4,6,19,23,29,30,33,42,44,45,47,53,56,60,63,64,71,72,76,79
6,10,12,13,16,18,22,23,24,34,35,41,43,44,50,54,60,76,77,80
5,7,11,13,14,15,18,23,27,29,33,34,36,37,45,48,60,67,70,75
5,8,16,17,21,30,31,33,34,43,50,51,53,56,61,62,65,74,77,80
2,4,13,18,21,22,25,43,50,52,54,55,57,63,65,66,68,74,75,78
4,5,8,11,14,16,18,23,27,28,31,41,44,49,52,60,61,63,70,78
11,13,19,21,23,30,32,34,35,36,42,45,54,55,58,60,67,72,74,76
1,3,6,11,16,17,20,23,32,34,39,44,49,54,57,66,69,73,74,78
4,7,13,14,15,25,27,30,32,33,35,40,42,44,45,52,56,57,59,61
3,9,15,22,28,29,32,33,39,44,46,54,58,59,61,64,67,69,72,77
3,5,8,13,20,21,29,30,32,36,39,40,54,55,56,61,63,67,70,80
3,4,10,12,13,15,18,24,33,44,45,52,55,57,60,61,62,67,70,75
3,7,12,21,24,25,29,38,44,47,48,49,52,54,61,69,73,77,78,80
3,6,7,8,13,15,17,18,21,28,37,41,47,48,50,61,67,69,70,77
5,7,10,16,23,25,28,29,30,35,45,50,51,54,55,58,61,62,63,69
4,5,14,21,24,25,26,29,33,35,39,40,41,50,55,59,65,70,78,80
7,8,10,12,14,17,18,24,39,40,42,43,55,65,66,67,68,71,72,73
6,9,18,19,21,24,26,28,29,51,55,56,57,58,62,63,65,68,71,76
1,4,5,7,8,11,12,17,18,22,28,44,53,54,56,62,64,74,77,80
17,19,22,23,24,36,39,40,41,45,49,51,53,59,60,63,68,72,73,77
2,3,12,15,18,19,24,30,37,44,48,50,51,53,54,55,56,60,67,68
2,3,5,7,14,15,16,28,33,38,39,46,48,62,65,66,67,70,77,80
10,12,17,30,32,34,43,46,47,49,50,55,56,61,63,67,68,70,73,80
3,4,6,7,12,16,25,28,31,35,37,38,49,50,51,60,65,72,76,79
2,5,11,16,36,37,38,40,42,50,51,58,59,61,65,67,74,75,78,79
1,4,5,8,12,15,22,29,32,35,44,49,51,52,59,60,64,71,78,79
1,3,7,9,10,21,27,37,38,44,49,59,62,64,66,72,73,75,78,79
1,5,12,13,16,18,21,40,41,44,47,48,50,54,55,59,64,66,68,77
5,9,10,14,16,24,25,30,32,45,49,54,59,60,62,66,67,71,75,78
5,9,12,15,16,17,31,32,43,44,47,51,52,53,62,67,69,70,73,75
2,3,5,8,9,12,16,27,36,41,42,44,45,47,48,62,76,77,78,80
2,9,16,24,30,34,35,42,45,51,54,62,63,65,67,72,73,77,79,80
3,11,12,18,26,27,30,32,39,40,43,44,45,46,52,55,56,57,62,65
3,4,5,7,8,21,36,37,44,49,50,51,52,55,56,59,60,61,62,65
3,6,10,20,22,23,25,28,33,35,39,47,56,60,64,66,68,69,75,79
2,4,8,14,17,19,24,32,37,39,49,50,53,56,57,61,62,68,72,78
3,7,11,12,13,14,15,20,29,33,41,43,46,49,52,54,55,68,79,80
10,26,31,34,36,39,40,41,44,45,47,50,52,55,56,58,61,62,68,78
1,2,6,10,13,16,17,18,23,28,29,37,50,53,54,58,64,70,73,74
7,10,11,12,13,15,37,40,42,45,47,51,55,56,57,64,69,72,74,76
3,8,9,12,22,24,25,28,32,33,35,40,52,53,60,62,66,69,70,78
2,4,12,14,15,20,22,28,31,37,41,45,49,55,64,66,74,77,79,80
1,3,10,14,17,21,27,32,47,48,53,56,57,61,63,67,69,73,78,79
1,6,19,21,43,44,46,48,49,51,54,59,61,62,63,66,69,75,76,78
